Recency,Frequency,Monetary
17,62,1305.33
7,1637,51527.3
7,143,3965.62
18,3,43.2
116,13,640.14
222,17,383.45
70,105,1858.96
50,33,2093.32
88,180,2995.72
7,117,2352.53
242,20,310.26
46,87,1611.59
106,8,120.0
44,101,2481.13
64,24,508.58000000000004
206,31,477.79
10,123,1530.75
114,36,605.0600000000001
241,8,183.85
162,12,311.65
16,258,4975.24
123,28,462.65999999999997
22,25,840.21
67,15,415.2
16,162,2552.21
15,60,454.86
16,90,1614.91
160,31,588.22
242,14,309.52
218,6,134.7
44,128,2166.98
20,21,668.5600000000001
126,71,889.9300000000001
38,6,108.97999999999999
120,60,1021.58
259,18,409.57
9,31,133.5
273,18,282.93
164,1,51.0
156,47,1078.96
214,6,90.6
5,9,163.62
365,11,174.4
79,33,701.23
42,40,225.12
18,55,912.18
31,117,2118.03
21,37,151.5
108,69,3717.35
7,521,9227.82
319,8,155.0
294,4,100.5
357,4,76.55
184,66,235.56
190,11,617.05
43,46,348.1
51,56,202.68
25,126,615.49
37,59,1247.69
8,14,202.11
296,7,142.4
32,139,1727.6
9,186,3212.84
64,45,1043.46
9,284,4642.57
217,5,67.95
1,348,3479.91
64,73,487.99
2,87,2612.96
148,25,574.7
3,182,4051.48
129,20,1475.81
33,100,1449.32
118,8,156.75
106,73,2157.73
10,106,2599.03
70,54,2059.4500000000003
91,189,1100.27
310,14,1063.0
42,43,770.03
361,22,121.05
91,97,1496.98
0,579,5855.57
21,14,490.22
3,124,1937.25
10,202,1051.79
98,29,387.52
56,27,813.11
0,222,4263.64
217,3,265.2
17,1,322.08
23,224,4481.67
49,17,363.34000000000003
6,137,1224.06
302,17,470.36
9,377,2248.5
21,12,1372.8
98,9,89.06
365,5,63.0
305,9,131.9
319,32,2661.24
7,55,2357.6800000000003
0,51,1712.89
204,63,1589.82
53,93,1420.2
0,277,1010.35
18,70,1163.23
8,20,375.35
18,250,885.8
180,40,483.25
59,105,643.9
10,60,259.05
189,22,119.93
4,947,3017.28
310,4,113.64
154,37,1837.92
109,16,434.34
147,180,2103.06
65,233,1980.57
97,6,529.62
246,123,1038.44
28,72,2272.4
17,89,596.26
11,43,461.19
103,265,1852.67
73,7,234.34000000000003
45,29,547.66
71,42,925.85
256,17,193.0
19,10,1309.6
253,18,316.25
10,13,279.05
164,30,636.51
17,137,2022.81
281,9,137.1
49,14,321.92
38,46,162.8
26,140,1165.48
67,46,1064.28
206,30,463.38
174,17,340.93
6,120,2383.2400000000002
25,7,139.56
50,6,123.8
311,19,538.8100000000001
308,29,475.37
42,193,1957.32
25,190,808.44
87,7,356.85
183,10,251.21
19,608,2429.83
2,164,3543.26
46,107,673.26
16,785,5859.43
16,295,1960.65
23,95,1367.88
21,55,268.05
10,68,1314.81
187,23,275.28
100,12,455.59000000000003
60,69,990.2
17,98,2076.89
32,18,330.45
63,16,174.37
1,4,270.6
23,17,974.54
107,12,241.09
31,197,1843.83
19,282,4215.9
2,971,8507.13
36,18,364.21999999999997
59,213,578.61
25,213,2862.11
235,64,932.85
24,62,1949.72
2,508,4397.3
59,328,2854.84
259,18,170.95
57,10,355.56
64,19,388.25
15,32,537.48
9,71,952.66
58,105,1453.35
185,5,103.25
28,71,3599.73
23,111,2004.3
4,397,2573.93
3,355,3974.75
150,4,652.8
310,56,289.24
10,47,757.37
17,10,186.23
151,57,164.22
18,113,859.27
9,203,2279.4900000000002
56,19,312.54
84,16,788.38
6,74,2237.77
75,69,1080.76
3,419,5006.77
95,127,3099.12
110,4,1432.0
56,33,1530.3600000000001
0,12,227.39
280,29,218.06
2,262,2804.54
179,227,1639.82
371,1,35.400000000000006
12,123,859.71
2,24,168.63
16,17,138.6
40,6,114.11
5,302,986.96
168,98,1033.06
49,29,157.05
276,19,237.36
18,371,1580.29
371,3,39.75
14,176,1320.21
34,158,557.94
21,151,617.15
6,52,363.33
19,102,1740.6
10,47,866.24
43,50,221.97
305,25,393.33000000000004
10,7,213.96
274,2,660.0
0,2677,12076.15
15,81,16209.5
3,20,1785.15
71,4,601.56
242,3,406.08000000000004
8,16,553.44
245,20,394.44
205,26,412.78000000000003
0,92,1788.3600000000001
184,21,320.58000000000004
31,133,886.7
56,13,225.85
195,53,899.63
23,122,2791.27
90,24,671.96
3,150,955.26
50,41,1006.98
262,8,114.56
265,20,344.90000000000003
35,28,609.85
50,16,443.6
51,172,2984.49
23,105,2107.38
21,7,110.46
58,2,96.12
169,31,693.8100000000001
67,26,830.76
156,30,597.09
1,2076,280206.02
200,28,236.04000000000002
4,186,1402.59
66,101,653.75
76,29,114.18
0,234,1926.65
7,49,1932.23
168,80,291.05
17,126,848.22
4,29,247.15
8,253,2529.93
86,30,285.74
26,4,107.95
28,157,741.37
19,98,636.24
60,90,1835.7
23,14,195.25
10,567,9175.04
241,166,1259.24
279,123,392.86
234,61,765.55
2,74,1736.4
15,97,596.36
30,42,2548.2400000000002
24,258,28754.11
70,7,498.95
187,2,52.0
25,390,1201.51
106,15,628.38
7,324,5579.1
208,13,112.8
43,48,355.05
30,71,2114.33
136,68,591.55
264,8,172.9
3,130,2078.95
217,22,188.60999999999999
1,200,1217.27
213,8,109.13000000000001
31,112,2195.1
10,327,2526.09
0,342,3251.79
14,22,318.17
10,393,1493.96
198,1,179.0
2,28,1126.37
14,196,4921.04
13,136,599.48
9,345,2839.62
28,25,917.07
8,338,2662.2
23,10,160.19
24,71,867.38
42,51,307.51
1,235,1581.84
5,37,663.81
146,28,180.42000000000002
9,259,1122.3600000000001
24,47,655.58
273,10,268.58
373,71,313.49
0,462,1897.57
46,45,380.02
7,147,2702.4900000000002
15,202,9585.91
3,194,6065.69
3,17,1164.55
42,54,1314.45
3,60,3902.28
196,89,1448.21
11,59,1400.34
15,26,1099.98
112,69,1220.26
248,18,328.2
28,89,1415.75
43,5,389.64
86,30,563.15
44,41,638.05
9,235,5010.28
14,38,738.96
74,19,420.5
144,71,1484.06
4,102,1625.97
296,5,89.2
58,11,255.9
263,21,300.52
46,6,278.3
28,39,254.11
7,135,2473.37
16,5,192.60000000000002
2,1062,10416.98
231,52,876.42
111,9,139.26
57,60,1011.9
50,117,2538.3
126,35,730.86
280,41,386.15
54,27,447.68
319,6,200.10000000000002
25,15,289.99
9,3,77.4
6,30,679.4399999999999
28,6,197.64
16,46,745.06
63,2,6.2
20,14,228.99
2,80,1319.91
165,6,131.45000000000002
0,1132,7975.49
52,12,173.74
50,13,157.7
47,383,4331.79
60,57,189.34
161,44,845.55
8,12,353.27
14,46,546.4
74,11,193.39000000000001
39,231,2718.6
40,254,2085.33
369,29,152.88
36,53,778.5
196,4,271.85
199,63,1110.34
73,48,657.8
63,13,272.07
20,29,507.29
366,2,48.800000000000004
179,70,321.43
9,29,1127.71
3,120,2221.01
196,17,2139.76
28,42,697.55
52,39,188.88
17,67,1720.3
9,6,102.44999999999999
89,108,1649.5
267,4,62.85
52,138,3295.76
43,145,2824.69
63,130,3189.81
148,13,309.4
21,388,7930.54
311,21,325.75
22,28,511.35
57,143,2836.69
23,9,475.8
77,126,2740.03
118,20,645.65
35,65,1290.53
59,60,1173.12
12,58,1353.74
18,11,170.32
51,6,125.79
25,48,841.1999999999999
28,11,266.76
6,4,52.2
10,99,14389.9
185,36,710.28
2,144,2953.59
8,70,721.45
261,13,327.25
2,93,501.28000000000003
209,28,519.68
107,47,1465.3200000000002
12,122,1476.09
76,46,690.59
19,17,255.4
26,11,589.7
18,53,761.59
131,15,765.3199999999999
252,18,364.8
78,6,1862.0
206,20,369.2
335,10,135.9
253,7,125.65
147,33,554.38
9,73,1237.8500000000001
84,23,655.75
7,498,11138.710000000001
204,43,468.77000000000004
7,55,1366.38
22,109,1269.31
10,96,1421.29
25,20,332.66
20,350,2795.33
1,69,1025.44
157,17,616.15
2,165,3501.1
73,9,277.8
2,30,434.35
0,5670,143711.17
16,27,867.85
35,87,1227.43
90,12,307.48
70,77,1268.98
115,45,1610.15
212,57,977.77
29,78,1316.07
50,44,749.1
245,10,310.05
31,11,223.88
108,127,2362.96
4,41,1257.68
365,17,363.53
81,87,1890.94
296,10,1784.71
33,364,8137.02
56,34,1621.88
29,170,5900.25
13,3,100.9
71,14,290.82
22,63,1101.97
18,19,371.2
78,20,311.69
59,138,8099.49
24,54,285.67
11,77,294.85
252,12,58.49
146,41,483.72999999999996
63,59,695.42
7,27,221.27
10,312,7044.68
270,5,126.7
9,192,1472.34
246,13,206.21
95,81,596.09
14,36,183.02
49,6,463.8
29,37,147.59
67,34,1592.06
34,155,1097.98
127,18,114.77
106,32,1314.45
36,17,89.94
56,11,279.94
56,72,790.86
71,214,1921.3700000000001
245,8,102.12
18,39,202.37
197,83,292.01
15,4,326.4
211,40,334.54
38,60,231.98000000000002
45,26,546.1999999999999
169,74,414.87
47,77,490.52
115,115,1641.76
146,154,1220.77
15,1112,6295.37
50,132,480.38
158,12,156.91
11,180,1259.43
35,20,308.94
53,122,405.04
42,33,257.67
172,20,170.04
33,20,125.58
38,31,496.21000000000004
266,66,252.81
8,444,1871.77
11,121,852.39
2,553,6720.41
9,152,1636.43
32,67,361.96
79,61,469.0
30,35,1066.1499999999999
7,48,627.13
71,7,518.28
3,110,653.19
255,52,4959.1
4,501,2557.18
15,390,4274.16
89,27,252.73000000000002
71,119,429.56
58,125,685.74
9,1477,19766.59
169,66,179.93
198,5,135.93
30,3,537.0
18,444,7634.7300000000005
151,12,735.66
8,201,5090.42
269,22,343.62
64,94,381.0
273,3,121.17000000000002
24,76,1737.69
22,142,1383.3600000000001
318,28,207.73000000000002
4,69,693.95
11,114,302.1
274,25,1489.5
24,266,2102.54
40,237,1337.72
7,115,294.25
3,403,54534.14
70,57,987.86
212,5,370.79999999999995
37,155,3158.13
52,42,893.59
77,82,1744.76
45,104,553.36
178,70,1109.53
372,1,106.2
93,26,982.07
9,54,1043.41
104,41,735.67
77,27,773.03
172,49,880.85
6,440,9743.11
212,47,895.61
21,33,504.8
256,5,88.2
281,15,306.94
20,57,1160.07
9,145,2420.84
307,23,381.32
67,30,480.71
214,26,457.81
17,108,4597.02
103,47,1370.6
42,11,219.39000000000001
3,25,248.08
181,3,39916.5
83,23,410.48
333,3,876.0
8,8,317.53
30,35,703.36
196,67,993.54
17,101,2298.93
17,100,1422.52
310,16,319.5
141,60,1300.25
245,28,484.95
23,35,996.1
28,84,1567.48
9,97,3509.43
29,197,2760.56
17,21,340.11
17,45,1352.75
14,79,1551.78
133,1,244.8
245,14,266.4
133,21,358.82
49,28,457.72
113,82,1633.78
6,106,2199.31
22,15,184.19
24,127,11528.48
65,16,406.53
59,102,1471.0
49,84,3447.4
169,22,330.11
17,52,977.9300000000001
127,29,982.42
14,73,1387.99
238,9,139.05
2,68,1286.7
239,13,178.96
51,80,2354.25
45,26,498.74
225,14,259.45
7,217,6580.44
3,67,1194.73
164,91,1327.16
239,28,623.5
10,20,301.29
133,23,520.8000000000001
16,341,5291.33
9,271,4745.69
30,22,329.25
74,71,254.28
0,55,961.49
3,125,1936.07
44,7,401.40000000000003
1,710,18641.010000000002
356,4,158.16
17,29,304.47
68,101,824.58
372,27,487.75
320,39,158.8
25,5,106.56
330,5,1289.5
8,110,1624.05
322,11,135.75
71,23,224.14
259,3,40.5
17,93,2206.95
366,6,87.5
65,16,689.4799999999999
153,29,622.85
28,62,402.2
69,21,310.62
13,19,411.41
1,91,4777.18
0,212,16225.39
119,51,1044.32
60,19,499.32
2,310,7616.53
2,1,3861.0
10,32,1079.6100000000001
91,10,193.64
58,13,1268.7
86,69,1236.54
25,142,1827.8
356,9,316.58
84,37,653.24
9,9,420.29999999999995
0,42,870.12
224,20,331.18
59,52,894.4100000000001
240,5,101.8
318,24,328.35
1,110,1661.44
46,35,734.94
87,2,96.6
10,166,5756.89
175,9,305.75
51,117,1778.96
365,5,403.25
318,5,585.0
225,20,755.75
357,14,322.08
233,23,409.40000000000003
310,8,154.41
36,58,1219.4
65,125,3386.71
238,23,429.6
112,31,612.06
276,14,197.0
217,143,2247.51
298,15,321.05
1,99,1412.32
28,50,1071.99
9,49,780.59
44,78,1706.57
66,110,1756.44
73,22,316.68
64,34,631.57
133,89,2515.84
237,33,514.15
121,6,356.0
31,350,6688.46
8,111,10484.99
35,44,740.78
15,53,918.1999999999999
126,18,300.36
66,47,890.85
148,6,98.45
282,7,317.15
168,34,623.16
99,77,1810.77
134,19,254.82
323,10,178.95000000000002
106,12,156.51
63,23,393.74
150,82,1506.1200000000001
337,6,119.3
21,11,1717.36
23,2,408.8
15,41,2379.49
6,264,2493.34
56,63,721.94
3,47,716.57
37,41,615.14
65,49,128.63
46,12,255.89999999999998
354,19,290.51
171,16,113.12
58,139,2332.15
49,3,240.55
21,20,486.69
42,88,2306.52
28,58,939.78
4,204,7943.22
25,103,4668.3
200,24,178.39
50,194,3672.86
9,39,641.94
1,192,4799.9
66,7,4507.01
63,28,496.44
50,242,5049.95
289,31,574.02
60,23,694.4000000000001
63,58,1174.35
95,12,205.3
273,19,310.47
0,2366,60632.75
74,47,924.85
109,1,52.0
198,24,327.97
63,37,570.5
326,1,165.0
3,33,312.62
283,16,204.5
43,36,267.13
70,95,2748.31
85,42,679.68
103,48,161.74
333,29,311.71
52,10,208.75
38,57,1049.7
31,13,714.96
365,35,1661.06
207,16,1028.56
156,98,350.82
53,35,170.22
65,86,574.07
80,17,2020.52
129,24,406.09
86,21,364.5
0,26,563.94
45,20,393.54
332,17,252.42000000000002
365,5,201.60000000000002
71,9,158.04
157,71,463.90999999999997
372,5,115.65
11,219,1934.66
254,61,770.12
28,14,277.05
30,499,2718.03
4,551,8347.2
39,13,427.93
361,7,418.92
372,16,326.0
95,29,913.19
25,114,2314.32
74,44,602.51
56,95,1877.59
20,4,446.94000000000005
40,94,2386.05
136,27,2007.3999999999999
7,132,2415.91
128,3,168.0
39,116,1221.56
168,194,3703.29
8,36,1690.2600000000002
213,8,596.85
14,302,5955.71
169,41,642.41
39,12,316.88
185,31,394.14
269,10,140.54
171,1,500.0
4,84,1535.53
15,12,231.86
9,85,2183.54
325,7,107.45
112,14,288.18
289,6,94.0
15,73,1345.53
0,50,815.77
91,12,716.2
148,42,626.77
188,8,349.1
30,53,510.71000000000004
33,148,1046.74
263,34,267.18
83,122,3450.84
25,98,1348.93
170,10,190.53
9,39,774.9000000000001
312,47,559.61
64,192,3984.32
84,28,508.8
24,8,135.86
58,53,950.36
322,6,97.7
37,2,43.5
253,17,383.34
18,275,1404.07
32,292,1430.54
14,6,93.78
26,82,397.35
22,10,171.19
213,41,533.3
7,55,1041.48
21,29,149.29
11,291,1067.75
261,45,200.16
130,25,156.57999999999998
54,62,383.68
248,2,594.0
1,372,3213.59
8,214,1411.21
263,5,113.5
330,9,155.17
312,28,494.64
25,60,974.52
29,30,429.84
29,56,528.48
1,279,1371.77
361,25,179.1
282,58,434.59000000000003
261,58,237.07
24,7,161.64
353,56,214.26
93,11,234.6
28,7,126.14
337,155,1044.65
19,97,7354.62
84,57,334.53
8,52,524.88
50,24,467.51
49,24,538.55
1,73,454.48
112,76,371.56
13,11,1771.2
76,29,454.10999999999996
39,44,1399.92
115,45,905.5
15,97,10879.76
160,84,225.26
0,187,3590.41
29,85,2564.5
92,2,91.32000000000001
22,50,1134.28
94,154,3100.09
27,35,659.4599999999999
32,289,1953.41
20,122,1280.58
17,15,1262.2
2,512,13316.4
7,68,1131.56
15,213,10384.93
362,66,141.04
80,13,52.83
52,97,3610.96
22,161,972.08
171,45,475.86
188,92,1000.27
330,1,250.0
11,158,900.53
155,7,121.0
32,308,14758.220000000001
11,166,4023.7200000000003
44,15,62.43
232,27,267.03
63,210,1921.55
1,18,343.5
39,185,3000.2
32,56,397.99
83,10,412.01000000000005
24,1,440.0
1,156,734.37
32,4,148.44
18,162,2428.53
253,26,229.33
22,662,3962.6
21,107,1497.31
7,219,1972.39
24,251,1564.73
18,83,807.57
172,72,502.9
162,24,110.92
6,41,538.46
10,15,213.3
113,29,85.13000000000001
287,28,127.86
8,259,3546.71
53,80,288.96999999999997
6,695,4910.6
76,114,1681.46
3,61,575.63
36,29,436.06
216,17,90.12
59,55,428.93
277,14,217.2
11,887,4794.86
23,31,279.77
28,19,468.91
11,27,800.59
351,1,134.55
21,113,1400.44
49,8,173.16
18,7,186.01
2,53,758.29
103,31,1375.71
6,319,4148.82
11,57,650.4300000000001
4,212,2533.42
31,97,591.1899999999999
177,152,675.64
37,43,921.37
150,39,258.88
161,13,127.1
68,48,327.6
120,146,3675.77
24,44,682.9100000000001
23,122,720.86
176,31,455.3
49,9,913.6800000000001
255,29,478.53000000000003
46,24,388.58
70,5,199.8
15,103,1771.78
100,77,1406.59
34,22,324.57
52,14,240.68
26,52,761.74
10,410,6776.56
7,46,1297.8700000000001
78,2,48.480000000000004
51,17,216.39
35,67,1198.23
60,77,2920.16
336,13,104.76
27,60,1093.68
183,16,298.48
51,6,112.46000000000001
9,43,1591.45
35,6,195.15
9,423,10399.74
32,45,776.851
10,3,336.40000000000003
56,100,1553.18
3,16,1293.03
42,185,3709.56
140,19,301.03
116,34,588.13
103,64,1534.26
74,49,675.8
4,155,2870.2400000000002
44,60,1186.35
15,167,3285.31
16,15,243.55
89,25,724.76
52,15,223.36
133,25,425.32
3,476,12416.11
104,119,1887.2
191,33,664.0
165,232,803.54
18,52,612.01
157,35,447.64000000000004
203,24,639.5
335,2,816.0
36,32,646.3
90,21,337.74
92,6,877.4399999999999
8,21,922.53
242,34,560.67
44,47,748.5
22,1,30.0
189,48,1024.1000000000001
43,11,306.45
24,90,1600.86
316,5,309.8
105,9,138.14
50,17,386.43
167,115,2222.21
39,13,301.32
217,1,76.32000000000001
39,33,684.34
296,12,173.05
18,78,2657.13
87,138,2726.23
72,114,2446.6
80,21,323.69
18,202,3435.76
48,33,657.23
52,12,352.7
23,110,781.28
8,78,1333.68
24,53,1426.16
116,10,193.75
8,166,2993.1
119,9,254.1
3,19,239.76
251,2,136.8
27,12,191.04
0,78,6479.4
266,22,409.98
32,168,2711.11
17,18,309.65
171,86,696.68
1,230,1529.0
264,5,211.5
139,117,2293.62
200,6,143.1
63,55,1060.56
34,205,916.98
40,273,3235.25
283,6,133.25
8,53,1072.3600000000001
142,19,356.7
11,34,330.03000000000003
145,117,1101.1100000000001
233,7,150.3
32,931,5030.07
23,128,598.73
11,84,471.40000000000003
35,67,2211.21
364,38,190.7
200,11,218.25
14,32,415.25
16,301,5159.06
212,5,85.0
65,70,1120.88
211,14,294.12
282,10,162.3
114,26,1339.45
14,71,1188.1200000000001
18,173,4812.42
65,8,449.12
48,9,154.88
15,86,775.96
77,3,34.8
18,62,1094.59
133,28,196.88
12,90,946.64
39,20,144.36
234,10,44534.3
2,291,2463.05
39,405,2626.6
304,1,79.2
50,28,458.57
9,141,2364.25
60,191,528.01
65,45,714.42
24,9,205.25
217,7,253.04
64,37,583.75
31,61,1086.92
87,180,3279.97
63,11,315.06
115,27,621.8299999999999
6,130,56252.72
5,10,635.6800000000001
68,25,270.8
244,7,104.9
132,18,241.62
240,21,1047.11
183,29,475.28000000000003
24,20,345.46
9,43,2614.7400000000002
10,14,246.3
32,83,2328.9700000000003
45,266,4919.0
25,200,933.26
357,25,351.3
9,34,218.75
43,75,1612.69
14,12,965.61
149,42,610.01
0,132,2708.61
112,8,2207.4
75,98,884.14
106,117,696.89
45,64,1063.95
142,1,451.42
50,8,415.82000000000005
0,262,4206.39
22,299,5488.18
45,31,784.58
49,48,903.9
305,195,3651.27
35,35,515.77
78,89,1391.98
21,133,2218.62
106,41,1801.14
207,40,1303.9099999999999
16,72,1945.33
63,49,2100.6
48,123,1905.45
319,17,206.98
43,62,570.96
2,33,885.47
371,1,15.0
171,20,532.94
55,68,1654.31
72,115,1836.0900000000001
98,51,636.14
37,39,576.0
57,66,794.64
253,54,836.79
69,269,2225.15
43,50,954.09
49,10,137.37
64,24,391.98
10,167,33643.08
32,62,1048.49
58,27,355.56
72,47,1224.06
303,8,118.95000000000002
45,11,130.73999999999998
17,138,3711.77
37,22,389.27
18,93,234.88
186,22,160.71
51,30,110.8
3,138,2969.12
136,80,712.24
3,628,16143.64
18,14,297.0
15,188,1427.57
40,139,965.16
11,540,3146.92
7,147,832.88
25,18,68.84
21,20,1936.3200000000002
40,40,895.13
100,43,211.89
4,459,3810.14
276,15,149.64
32,74,351.44
14,108,316.25
63,120,4405.88
1,126,490.33
368,96,329.03000000000003
311,29,501.39000000000004
198,23,516.36
1,49,396.48
92,18,379.35
59,12,181.09
80,12,168.31
156,85,420.07
226,60,511.68
252,37,258.25
149,11,179.17
193,22,208.59
0,84,1383.83
368,4,56.25
23,47,337.28
16,111,351.73
9,74,5126.76
7,30,164.68
19,150,1567.69
3,226,882.72
173,7,191.94
0,266,1228.88
177,19,264.62
15,151,1502.8600000000001
247,12,123.1
190,40,334.23
19,122,525.69
153,60,167.5
172,24,323.03000000000003
372,11,369.5
372,21,127.08
193,12,207.15
66,21,426.63
3,115,2495.87
20,74,1107.46
238,12,416.86
63,7,145.35
111,18,404.58
89,76,6115.01
310,1,35.8
133,14,337.44
276,6,325.1
364,2,181.0
82,29,1708.24
7,60,955.24
16,19,364.72
31,97,1744.71
8,41,708.22
33,84,781.91
14,97,1657.28
23,183,4416.26
31,42,428.89
73,7,104.35
19,28,470.76
16,111,808.87
22,80,397.68
2,20,666.1
303,11,314.1
17,35,4199.85
366,4,307.82000000000005
38,176,3442.15
83,24,371.01
164,96,427.64
16,65,1054.73
76,49,1098.78
88,43,2398.86
24,97,3408.48
21,112,1465.12
2,258,2780.63
122,37,1142.42
29,14,168.12
11,128,1432.77
18,26,156.78
43,52,792.11
3,3,41.989999999999995
8,543,2777.67
54,32,414.27
87,127,1032.58
36,504,3080.22
2,9,12393.7
29,103,2735.37
11,201,578.71
210,8,101.4
47,381,1693.81
23,33,478.78
21,82,972.11
245,79,392.4
7,210,3352.96
34,94,1415.29
3,139,37130.6
37,138,646.83
3,181,704.55
2,224,1465.51
46,32,211.88
38,28,408.90000000000003
46,160,3786.2400000000002
16,46,851.01
259,71,602.63
45,101,719.81
11,63,251.03
29,28,439.65999999999997
42,32,236.09
91,16,934.62
38,241,80850.84
309,29,331.24
91,98,547.9
5,1128,8778.82
195,22,437.7
86,55,758.92
269,39,855.02
7,26,471.78000000000003
64,65,1313.55
30,6,3166.4
21,70,1177.47
37,39,773.99
119,83,1340.7
372,8,256.44
39,299,1074.81
173,10,137.9
53,34,362.06
32,84,1511.95
144,70,783.9
220,8,134.8
44,66,650.75
15,121,2263.12
65,178,1453.16
9,64,1153.62
259,23,335.32
364,73,367.14
16,101,1521.04
21,33,852.15
44,21,326.24
287,23,584.3199999999999
296,1,122.39999999999999
2,129,2234.73
283,1,79.2
16,21,1352.0
81,10,217.16
55,223,2799.42
100,31,1317.62
298,38,436.18
22,167,981.51
58,39,1121.39
154,18,315.06
114,51,817.86
106,1,17.0
11,63,1078.23
263,12,320.62
239,10,185.04999999999998
87,67,2005.63
49,39,731.9
70,76,1290.7
41,57,1842.14
6,48,1429.64
61,28,298.21
248,13,336.96
65,6,108.38
17,31,3204.1600000000003
84,48,842.5
218,18,611.88
44,342,1320.95
142,16,195.73999999999998
182,30,161.38
170,8,135.75000000000003
9,279,1660.8799999999999
211,34,612.78
189,30,232.21
7,16,423.36
58,30,1309.14
56,204,854.66
72,38,684.4200000000001
51,16,307.78
316,11,249.0
366,13,289.35
28,117,6287.77
38,40,656.25
17,89,1880.22
51,78,3506.54
3,338,14589.04
21,35,618.09
262,21,517.55
59,37,709.38
18,31,635.41
65,35,725.18
87,30,620.4
249,37,535.34
2,117,2424.94
246,1,175.2
8,224,3799.4900000000002
156,29,734.13
133,22,375.0
295,1,76.32000000000001
4,18,280.52
42,117,2053.02
268,29,1829.04
49,89,1824.23
8,128,3092.04
15,18,656.69
281,14,348.2
64,20,1025.44
1,471,5533.67
251,2,37.4
231,6,856.6
16,34,822.48
10,98,3787.6
7,85,1822.97
50,125,1885.05
58,3,73.2
94,69,1140.21
15,84,1418.32
125,23,1009.5500000000001
93,58,1037.59
49,15,331.95
137,8,197.9
60,11,215.83
99,162,10254.18
72,11,305.54
71,28,6617.65
66,15,338.71000000000004
63,45,1158.79
16,31,529.41
22,218,4006.94
31,295,6911.4400000000005
44,67,981.86
15,11,215.48
39,6,215.08
2,134,5180.52
236,19,314.45
74,15,400.68100000000004
3,172,1068.8700000000001
2,111,1863.47
360,18,365.27
58,35,592.9
22,50,384.18
30,97,757.63
54,63,537.0600000000001
24,19,394.38
44,66,664.26
88,46,2262.62
1,123,21086.3
88,23,547.02
18,41,690.34
78,6,159.0
170,44,1062.75
80,14,242.35
266,37,914.9300000000001
234,15,304.25
29,84,3084.68
36,95,860.86
317,122,773.5500000000001
56,96,1295.3
44,134,1096.32
202,8,255.12
224,6,314.22
86,47,1010.6
189,35,542.03
43,37,990.88
70,22,536.6800000000001
40,46,867.31
77,20,432.2
56,19,414.2
23,135,3718.8
9,655,2590.31
7,292,3579.86
33,51,409.1
211,91,1522.75
23,90,1413.66
169,16,114.56
61,7,152.94
52,69,1800.07
260,24,389.44
66,123,3683.86
16,270,2619.91
266,13,752.4300000000001
176,2,46.95
44,135,5203.51
50,18,1035.45
16,119,728.54
8,258,5447.0
73,61,861.89
70,45,667.65
352,54,1141.24
2,130,1404.64
116,25,411.7
372,65,351.75
196,33,559.87
176,6,810.6000000000001
99,23,566.38
20,106,1502.78
71,17,2062.06
339,11,168.3
5,166,1570.81
30,103,812.68
169,8,142.5
121,17,302.25
21,118,2248.9900000000002
